id,device,phase,batch,selection,channel,start_s,end_s,mean_mV,std_mV,detrended_std_mV,span95_mV,peak_to_peak_mV,slope_mV_min,step_rms_mV,slow_rms_mV,signal_rms_mV,fast_rms_mV,edge_rms_mV,line33_rms_mV,fast_ppm,line33_fraction_pct,fast_excluding33_rms_mV,dominant_fast_Hz,top_peaks_Hz
0915_论文腕表_开机长记录,论文腕表,开机长记录,0915,first60,Uc1,0.0,60.0,700.3617605166667,6.322017926418073,0.7169893745513602,2.4474818054232736,22.201540000000023,-21.740705577015575,0.32723352477100903,0.04247788901005997,0.2725968638914375,,,,,,,,
0915_论文腕表_开机长记录,论文腕表,开机长记录,0915,first60,Uc2,0.0,60.0,654.8678080416666,8.547761044902987,0.7684656597561121,2.53278808170439,29.716494999999895,-29.465863148869992,0.20467826530649655,0.052286445884387044,0.17758291171459897,,,,,,,,
0915_论文腕表_开机长记录,论文腕表,开机长记录,0915,first30,Ut1,0.0,30.0,1368.4506989000001,7.580065457153371,0.5159775790294432,1.9442042908357564,27.160640000000058,-52.385693667780075,0.5512287406356812,0.047817945658349695,0.10090911657625112,0.4636048358481485,0.08374525581156224,0.3928333372812533,338.7808097294315,71.79939059791246,0.24619385236488298,33.300000000000004,"33.3,26.7,6.7,20.0,40.0"
0915_论文腕表_开机长记录,论文腕表,开机长记录,0915,first30,Ut2,0.0,30.0,1284.2299652733334,9.852396322387442,0.33853655944973254,1.2836747235403383,34.94263000000001,-68.20772930690202,0.26825348753879386,0.040209560973121054,0.08471136980021808,0.24111012064837872,0.0641479708622188,0.14204887395478213,187.74684220754907,34.709208478117745,0.19482352960372668,33.300000000000004,"33.3,6.7,26.7,13.3,20.0"
0915_论文腕表_开机长记录,论文腕表,开机长记录,0915,first30,Uc1,0.0,30.0,705.8046978000001,3.7927522195848367,0.2915055998640163,0.9432528467827579,13.351440000000025,-26.155674503938396,0.3292483424227487,0.03770105630571783,0.2732004173768559,,,,,,,,
0915_论文腕表_开机长记录,论文腕表,开机长记录,0915,first30,Uc2,0.0,30.0,662.2369131833333,4.994650156248519,0.2162105439128254,0.7586552027847658,17.204284999999913,-34.51403864065005,0.2038579306240031,0.049805566942534775,0.17360725920136202,,,,,,,,
0915_论文腕表_开机长记录,论文腕表,开机长记录,0915,last60,Ut1,545.85,605.85,1281.78488411,0.7369756227420933,0.6891565331197855,2.6989929426609534,4.882820000000038,-0.9045549881241131,0.3625903485244149,0.17064031326932722,0.10487123476471226,0.30343182099733423,0.061973802432933586,0.24331257930287134,236.72600976880798,64.29939377245967,0.18130046537927647,33.300000000000004,"33.3,20.0,40.0,26.7,6.7"
0915_论文腕表_开机长记录,论文腕表,开机长记录,0915,last60,Ut2,545.85,605.85,1145.7860691216665,0.9480076392395342,0.9463182501201614,3.6459154014495594,5.493169999999964,-0.19595061396254262,0.3996174546754086,0.28698603794849753,0.11044348591408241,0.3424994686759233,0.0788455330587895,0.2663209690461,298.9209573288629,60.46317107010246,0.21535790556567924,33.300000000000004,"33.3,40.0,26.7,6.7,20.0"
0915_论文腕表_开机长记录,论文腕表,开机长记录,0915,last60,Uc1,545.85,605.85,666.2837341416666,0.34472402145521513,0.33354474217860086,1.2288823456280709,1.716615000000047,-0.30139554145997033,0.10055961033152659,0.0903679273653981,0.10177337479308703,,,,,,,,
0915_论文腕表_开机长记录,论文腕表,开机长记录,0915,last60,Uc2,545.85,605.85,594.9930829,0.5119336178683344,0.5087604912944267,1.8906199088078521,2.6702900000000227,-0.19697926583196101,0.20269564921478372,0.1521824901843024,0.17439566353715308,,,,,,,,
0915_论文腕表_开机长记录,论文腕表,开机长记录,0915,seconds30to60,Ut1,30.0,60.0,1346.4506275833332,5.120207143336597,0.5540916402855526,2.078756615284317,19.378659999999854,-35.25963359185782,0.5542416109118119,0.06010066335050636,0.0947318380660131,0.4737571480806779,0.08023771725029098,0.40376924793788704,351.85630900629263,72.63650284293502,0.24782298072860495,33.300000000000004,"33.3,26.7,6.7,20.0,40.0"
0915_论文腕表_开机长记录,论文腕表,开机长记录,0915,seconds30to60,Ut2,30.0,60.0,1254.84629309,7.049004092561061,0.40830968121867744,1.4731036216247904,27.008059999999887,-48.746810433233016,0.2662016847098857,0.06502450645288241,0.08479054404060557,0.24132633965681066,0.06402951346402465,0.15028977926333345,192.31545806503192,38.78371811908601,0.18881574209035867,33.300000000000004,"33.3,6.7,26.7,13.3,20.0"
0915_论文腕表_开机长记录,论文腕表,开机长记录,0915,seconds30to60,Uc1,30.0,60.0,694.9188232333333,2.497043652656494,0.3078875599719762,1.0505688463546472,9.384159999999952,-17.139473242589702,0.32569661581885684,0.04614557875848658,0.271532657280131,,,,,,,,
0915_论文腕表_开机长记录,论文腕表,开机长记录,0915,seconds30to60,Uc2,30.0,60.0,647.4987029,3.529251027350511,0.23971796599560785,0.8311458295888343,12.588504999999941,-24.354342446472288,0.205830042830196,0.05724204090304719,0.1864635744064981,,,,,,,,
0915_项目腕表_佩戴静息,项目腕表,佩戴静息,0915,full,Ut1,0.0,97.2,1988.8628891893004,19.431955756055324,6.798944807417177,26.565597159338672,53.48206000000005,38.92362736595866,0.6820012219426661,1.6156204700069756,0.3096128020739852,0.5888263336218857,0.1212570245296923,0.3860862402929639,296.0618033663964,42.99264844284352,0.444582800188037,33.300000000000004,"33.3,26.7,6.7,13.3,20.0"
0915_项目腕表_佩戴静息,项目腕表,佩戴静息,0915,full,Ut2,0.0,97.2,1590.149852016461,6.9817518507944705,0.9715948542501214,3.706128624707678,28.83911000000012,14.783291317598128,0.5832169629891795,0.2263668347067409,0.20642176031141743,0.4938693022624241,0.10202479175254178,0.36271333066027717,310.58035293727255,53.93900986971115,0.3351804401788715,33.300000000000004,"33.3,26.7,13.3,40.0,20.0"
0915_项目腕表_佩戴静息,项目腕表,佩戴静息,0915,full,Uc1,0.0,97.2,1038.969801170782,10.327552421416737,3.539510198252685,13.7744115703792,26.947026000000278,20.735610512600104,0.22563608349177564,0.8551880974974031,0.2518384497644561,,,,,,,,
0915_项目腕表_佩戴静息,项目腕表,佩戴静息,0915,full,Uc2,0.0,97.2,825.7117957592594,3.7140873949395745,0.5329813497529028,2.055298640888558,13.87024099999985,7.855720797176586,0.27844143539337823,0.15710920468883713,0.26747627584536326,,,,,,,,
0915_项目腕表_佩戴静息,项目腕表,佩戴静息,0915,first60,Ut1,0.0,60.0,1975.2116266016665,10.477615119171753,7.041525823610268,21.7949360952876,33.493040000000065,26.87466497145853,0.557689558532066,2.013174912386199,0.3284495705136981,0.5158401164136132,0.12112208053126473,0.25451962928320176,261.156885402255,24.34514336575257,0.4486767032186444,33.300000000000004,"33.3,26.7,6.7,13.3,20.0"
0915_项目腕表_佩戴静息,项目腕表,佩戴静息,0915,first60,Ut2,0.0,60.0,1585.794347165,5.051297700436618,0.8325846756444281,3.159715665716919,21.13343000000009,17.257441816391847,0.6701267476739835,0.22152834212549372,0.21861101349025178,0.5612618881792824,0.09716571273426408,0.45152607621789437,353.9310687938048,64.71941260398799,0.3333753284480504,33.300000000000004,"33.3,40.0,26.7,20.0,13.3"
0915_项目腕表_佩戴静息,项目腕表,佩戴静息,0915,first60,Uc1,0.0,60.0,1031.7162827766667,5.564485220698412,3.6748916164507794,11.339802402504562,17.83752800000002,14.462206477028701,0.18625211063962144,1.0646826963170741,0.23022773375624822,,,,,,,,
0915_项目腕表_佩戴静息,项目腕表,佩戴静息,0915,first60,Uc2,0.0,60.0,823.4035237566667,2.698678486596372,0.42097072912931927,1.5390275017749837,9.513851999999929,9.22637058150562,0.23061775017848707,0.15761102152945325,0.24697207481085093,,,,,,,,
0915_项目腕表_佩戴静息,项目腕表,佩戴静息,0915,first30,Ut1,0.0,30.0,1969.3537646766665,0.7851249485679592,0.7169700183707219,2.8896827285528963,6.866449999999986,-2.216386940230163,0.534128593779589,0.2745544672015051,0.2749463614042574,0.5064122889697871,0.12907864736843586,0.20592663840116418,257.1464294800945,16.535471684793233,0.46265281369123357,33.300000000000004,"33.3,26.7,6.7,13.3,20.0"
0915_项目腕表_佩戴静息,项目腕表,佩戴静息,0915,first30,Ut2,0.0,30.0,1581.4663950666668,3.066650149670479,0.7463015928552665,2.9454514484417134,14.495850000000019,20.60418861881427,0.7757208560614953,0.22277113193174433,0.22462469297804027,0.645919463800133,0.12053015598113342,0.5291034838805168,408.4307234191367,67.10030577052088,0.37048813349600146,33.300000000000004,"33.3,40.0,20.0,26.7,46.7"
0915_项目腕表_佩戴静息,项目腕表,佩戴静息,0915,first30,Uc1,0.0,30.0,1028.5570265800002,0.32909264527226123,0.3163325177553075,1.2326710913261472,1.8463140000003477,-0.6276946861163796,0.1382306753275352,0.17063140400649418,0.225742640829844,,,,,,,,
0915_项目腕表_佩戴静息,项目腕表,佩戴静息,0915,first30,Uc2,0.0,30.0,821.0890961133333,1.6473763750085022,0.2987857576774917,1.1256218279515018,5.8517519999999195,11.205405417839653,0.22466526383370414,0.16494109801630172,0.26034379864924595,,,,,,,,
0915_项目腕表_佩戴静息,项目腕表,佩戴静息,0915,last60,Ut1,37.2,97.2,2000.8975981850003,15.25983178836654,6.007305600099765,19.23025045851002,52.18506000000002,48.589129069415925,0.7607329464665094,1.616056008791816,0.3495290223876081,0.6499312150087782,0.11304305770347564,0.47955082425480033,324.8198286600604,54.4420527377885,0.43868165131371545,33.300000000000004,"33.3,26.7,6.7,20.0,40.0"
0915_项目腕表_佩戴静息,项目腕表,佩戴静息,0915,last60,Ut2,37.2,97.2,1594.8054504683334,3.7391324217981183,0.5497476232935301,2.2500809097086876,15.48766999999998,12.810906002398966,0.4516673157031605,0.24368469466811007,0.20254690027106237,0.39338975869691084,0.09855641690860964,0.21816510235200431,246.6694345579188,30.75561850337662,0.32735224203196356,33.300000000000004,"33.3,26.7,6.7,13.3,46.7"
0915_项目腕表_佩戴静息,项目腕表,佩戴静息,0915,last60,Uc1,37.2,97.2,1045.3801475366668,8.078865387639102,3.126556934634538,9.9047241035472,26.107788000000482,25.783802759840704,0.26587438119815276,0.8514146524592738,0.2832448878010764,,,,,,,,
0915_项目腕表_佩戴静息,项目腕表,佩戴静息,0915,last60,Uc2,37.2,97.2,828.187039575,1.979938253439797,0.3431044870970435,1.3431989819474635,7.919307000000003,6.749318144922798,0.3079994439279888,0.15867377099145583,0.28166409174205687,,,,,,,,
0915_项目腕表_佩戴静息,项目腕表,佩戴静息,0915,seconds30to60,Ut1,30.0,60.0,1981.0694885266666,12.260874561136909,5.288436498198993,18.952835108866328,32.806389999999965,76.62502280738386,0.5803832089319573,2.9703230114619648,0.3817684392635224,0.5280329764488422,0.11141474646680219,0.2969969916990141,266.53935134882295,31.636032224811366,0.436590896766251,33.300000000000004,"33.3,26.7,6.7,13.3,20.0"
0915_项目腕表_佩戴静息,项目腕表,佩戴静息,0915,seconds30to60,Ut2,30.0,60.0,1590.1222992633334,2.039742992188355,0.5609968711876832,2.2508360174464883,9.994509999999991,13.584495516068477,0.54433277965503,0.22739387919574805,0.2255954126690108,0.4639462322550953,0.07066907772248966,0.35691787248991746,291.76764106133896,59.18358748472264,0.2964046874139642,33.300000000000004,"33.3,26.7,40.0,40.5,19.4"
