dataset,channel,f_Hz,psd_mV2_Hz
修订前,Ut2,7.300000000000001,0.0007019777792174023
修订前,Ut2,7.4,0.0005871016584685914
修订前,Ut2,7.5,0.0002677307641814024
修订前,Ut2,7.6000000000000005,0.0005557872802145799
修订前,Ut2,7.7,0.0008864613258633213
修订前,Ut2,7.800000000000001,0.00033969265076034286
修订前,Ut2,7.9,0.0006872688987827627
修订前,Ut2,8.0,0.0007587631737793082
修订前,Ut2,8.1,0.0016385750345516911
修订前,Ut2,8.200000000000001,0.0007198388422017143
修订前,Ut2,8.3,0.0003192282059209352
修订前,Ut2,8.4,0.00028806488578715346
修订前,Ut2,8.5,0.00025978534714734327
修订前,Ut2,8.6,0.0006844754677710469
修订前,Ut2,8.700000000000001,0.0007407707509960528
修订前,Ut2,8.8,0.0002663362345791218
修订前,Ut2,8.9,0.00020971373878601562
修订前,Ut2,9.0,0.0006621288135135363
修订前,Ut2,9.1,0.0004904378218750548
修订前,Ut2,9.200000000000001,0.00030428677645019165
修订前,Ut2,9.3,0.00021791604636996084
修订前,Ut2,9.4,0.00017531238871669913
修订前,Ut2,9.5,0.0002516858844738405
修订前,Ut2,9.600000000000001,0.00039723164191400183
修订前,Ut2,9.700000000000001,0.0003085884610478871
修订前,Ut2,9.8,0.00038892573595147146
修订前,Ut2,9.9,0.0006650247943647315
修订前,Ut2,10.0,0.0009632916805813591
修订前,Ut2,10.100000000000001,0.0003768181782261057
修订前,Ut2,10.200000000000001,0.00023515202668915534
修订前,Ut2,10.3,0.0003673587789275223
修订前,Ut2,10.4,0.00020547517621900737
修订前,Ut2,10.5,0.0002657631136548795
修订前,Ut2,10.600000000000001,0.00044139117885600603
修订前,Ut2,10.700000000000001,0.0004524673146032365
修订前,Ut2,10.8,0.00025104789079369126
修订前,Ut2,10.9,0.0004825950109506028
修订前,Ut2,11.0,0.00040667035110928946
修订前,Ut2,11.100000000000001,0.0003538219296129111
修订前,Ut2,11.200000000000001,0.00041864480802858537
修订前,Ut2,11.3,0.0009824416771457042
修订前,Ut2,11.4,0.001221703389058662
修订前,Ut2,11.5,0.000520850336816048
修订前,Ut2,11.600000000000001,0.00034282160227858263
修订前,Ut2,11.700000000000001,0.00031462650552947866
修订前,Ut2,11.8,0.000285711488845423
修订前,Ut2,11.9,0.0004772873525024833
修订前,Ut2,12.0,0.0007670826442045188
修订前,Ut2,12.100000000000001,0.0006920459938369971
修订前,Ut2,12.200000000000001,0.0003799994770730694
修订前,Ut2,12.3,0.002392004209723981
修订前,Ut2,12.4,0.0017294139218580731
修订前,Ut2,12.5,0.00037533334362553145
修订前,Ut2,12.600000000000001,0.0006359375663415312
修订前,Ut2,12.700000000000001,0.0005953615615742563
修订前,Ut2,12.8,0.0003069876866022925
修订前,Ut2,12.9,0.00044674962940353236
修订前,Ut2,13.0,0.0009949851707699417
修订前,Ut2,13.100000000000001,0.000507152678783736
修订前,Ut2,13.200000000000001,0.0016213794196607222
修订前,Ut2,13.3,0.01205941012575722
修订前,Ut2,13.4,0.008095850398101416
修订前,Ut2,13.5,0.0005877592866472474
修订前,Ut2,13.600000000000001,0.0004559710387863196
修订前,Ut2,13.700000000000001,0.00029697329474422384
修订前,Ut2,13.8,0.0002721277783246077
修订前,Ut2,13.9,0.000572845562630866
修订前,Ut2,14.0,0.0008966183588943068
修订前,Ut2,14.100000000000001,0.0007183922398540482
修订前,Ut2,14.200000000000001,0.0002847055447861413
修订前,Ut2,14.3,0.0010727586656217587
修订前,Ut2,14.4,0.001083744002719012
修订前,Ut2,14.5,0.0006181389104759177
修订前,Ut2,14.600000000000001,0.0003320119249997053
修订前,Ut2,14.700000000000001,0.00045800702288018106
修订前,Ut2,14.8,0.000539527308968822
修订前,Ut2,14.9,0.000433511771657232
修订前,Ut2,15.0,0.0005775731772410096
修订前,Ut2,15.100000000000001,0.0003926761307454204
修订前,Ut2,15.200000000000001,0.00038199727081040044
修订前,Ut2,15.3,0.00045583337804775906
修订前,Ut2,15.4,0.0006162310108701352
修订前,Ut2,15.5,0.00042638949170887045
修订前,Ut2,15.600000000000001,0.00035696803043409837
修订前,Ut2,15.700000000000001,0.0004450307576028848
修订前,Ut2,15.8,0.0005310926454482287
修订前,Ut2,15.9,0.0005810552564529943
修订前,Ut2,16.0,0.0007206660764966296
修订前,Ut2,16.1,0.00045816454071680206
修订前,Ut2,16.2,0.0011939139436317016
修订前,Ut2,16.3,0.0010350567090193846
修订前,Ut2,16.400000000000002,0.0005532738300510052
修订前,Ut2,16.5,0.0003433857969134341
修订前,Ut2,16.6,0.0006487518873115207
修订前,Ut2,16.7,0.0007727703106385458
修订前,Ut2,16.8,0.0004129465759008664
修订前,Ut2,16.900000000000002,0.0003437915699671706
修订前,Ut2,17.0,0.000635324067755082
修订前,Ut2,17.1,0.001062837671658315
修订前,Ut2,17.2,0.0006735768721635075
修订前,Ut2,17.3,0.0005695046703833017
修订前,Ut2,17.400000000000002,0.0006031791520856939
修订前,Ut2,17.5,0.000496484244739145
修订前,Ut2,17.6,0.0004828156602217243
修订前,Ut2,17.7,0.00041994324885167905
修订前,Ut2,17.8,0.0004109033274339542
修订前,Ut2,17.900000000000002,0.0006674263549630113
修订前,Ut2,18.0,0.0005979088652782765
修订前,Ut2,18.1,0.00029509155664272463
修订前,Ut2,18.2,0.0003877385520437771
修订前,Ut2,18.3,0.0005883973913521259
修订前,Ut2,18.400000000000002,0.0004673037332588353
修订前,Ut2,18.5,0.0008487601748416538
修订前,Ut2,18.6,0.0009018123229129778
修订前,Ut2,18.7,0.0009504335635955875
修订前,Ut2,18.8,0.001824148623249435
修订前,Ut2,18.900000000000002,0.007763735176141122
修订前,Ut2,19.0,0.008484034892194849
修订前,Ut2,19.1,0.009794589772522148
修订前,Ut2,19.200000000000003,0.009126126288797817
修订前,Ut2,19.3,0.002662211565854451
修订前,Ut2,19.400000000000002,0.0014580222260963873
修订前,Ut2,19.5,0.006959101979323754
修订前,Ut2,19.6,0.013977033356133815
修订前,Ut2,19.700000000000003,0.005162056010974585
修订前,Ut2,19.8,0.008476585394175666
修订前,Ut2,19.900000000000002,0.004951164230961071
修订前,Ut2,20.0,0.009902515726453655
修订前,Ut2,20.1,0.00859121989191487
修订前,Ut2,20.200000000000003,0.010159250799486048
修订前,Ut2,20.3,0.006912592566777651
修订前,Ut2,20.400000000000002,0.015079209227371278
修订前,Ut2,20.5,0.007462527132423445
修订前,Ut2,20.6,0.0009083167319578985
修订前,Ut2,20.700000000000003,0.002037374856261579
修订前,Ut2,20.8,0.009396350622881496
修订前,Ut2,20.900000000000002,0.008927909454580192
修订前,Ut2,21.0,0.008168621846400466
修订前,Ut2,21.1,0.007123960798159415
修订前,Ut2,21.200000000000003,0.0015872323742327178
修订前,Ut2,21.3,0.0009569742027146146
修订前,Ut2,21.400000000000002,0.000885469882717908
修订前,Ut2,21.5,0.0006052084823591078
修订前,Ut2,21.6,0.00042093523202269066
修订前,Ut2,21.700000000000003,0.00029608770972896435
修订前,Ut2,21.8,0.00030803583983902874
修订前,Ut2,21.900000000000002,0.0010476211586443094
修订前,Ut2,22.0,0.0011021649056634113
修订前,Ut2,22.1,0.0005644535003087644
修订前,Ut2,22.200000000000003,0.0003528330019310655
修订前,Ut2,22.3,0.00027640268893057424
修订前,Ut2,22.400000000000002,0.0004830934448465317
修订前,Ut2,22.5,0.00043682756910695507
修订前,Ut2,22.6,0.0004177726946606992
修订前,Ut2,22.700000000000003,0.0005772740459183031
修订前,Ut2,22.8,0.00040371237032404023
修订前,Ut2,22.900000000000002,0.00024042403809567545
修订前,Ut2,23.0,0.0004014476629890154
修订前,Ut2,23.1,0.00030812053122802587
修订前,Ut2,23.200000000000003,0.0003150854688804008
修订前,Ut2,23.3,0.0008631965416713949
修订前,Ut2,23.400000000000002,0.0008596001105322479
修订前,Ut2,23.5,0.0005055008252201814
修订前,Ut2,23.6,0.0003074465285326757
修订前,Ut2,23.700000000000003,0.0003948513979966099
修订前,Ut2,23.8,0.00027697011997092347
修订前,Ut2,23.900000000000002,0.000212493104870007
修订前,Ut2,24.0,0.00028808219434867224
修订前,Ut2,24.1,0.0003241466445523521
修订前,Ut2,24.200000000000003,0.0004459668600097935
修订前,Ut2,24.3,0.0008356738256948979
修订前,Ut2,24.400000000000002,0.00043116180122935424
修订前,Ut2,24.5,0.00032193125162010227
修订前,Ut2,24.6,0.0005697022108630984
修订前,Ut2,24.700000000000003,0.0008382178317513426
修订前,Ut2,24.8,0.0004186207352204821
修订前,Ut2,24.900000000000002,0.0003933656396018306
修订前,Ut2,25.0,0.00041524514679861587
修订前,Ut2,25.1,0.0003185757442218917
修订前,Ut2,25.200000000000003,0.0015231680803599425
修订前,Ut2,25.3,0.0009980192639114996
修订前,Ut2,25.400000000000002,0.0004403573341644483
修订前,Ut2,25.5,0.0003633789802850108
修订前,Ut2,25.6,0.0006732690937842297
修订前,Ut2,25.700000000000003,0.0008010582936835125
修订前,Ut2,25.8,0.0002274042050921088
修订前,Ut2,25.900000000000002,0.0005556945418004212
修订前,Ut2,26.0,0.0007002983863705437
修订前,Ut2,26.1,0.00029184638552589616
修订前,Ut2,26.200000000000003,0.0002596638511284754
修订前,Ut2,26.3,0.0005474074236137175
修订前,Ut2,26.400000000000002,0.0006149655921542811
修订前,Ut2,26.5,0.0005360687489438963
修订前,Ut2,26.6,0.014487384441656098
修订前,Ut2,26.700000000000003,0.022715574066484445
修订前,Ut2,26.8,0.0018639887624449152
修订前,Ut2,26.900000000000002,0.00048681080765392
修订前,Ut2,27.0,0.00032131472576882276
修订前,Ut2,27.1,0.00023776117626352517
修订前,Ut2,27.200000000000003,0.0003257908808879388
修订前,Ut2,27.3,0.00041950249422558795
修订前,Ut2,27.400000000000002,0.0003976670819067924
修订前,Ut2,27.5,0.00036035804803862697
修订前,Ut2,27.6,0.0008208311566517988
修订前,Ut2,27.700000000000003,0.0012637415933031528
修订前,Ut2,27.8,0.00049119522274121
修订前,Ut2,27.900000000000002,0.0006280317706130171
修订前,Ut2,28.0,0.000809810800474707
修订前,Ut2,28.1,0.0005152019953142
修订前,Ut2,28.200000000000003,0.00022719168167516433
修订前,Ut2,28.3,0.0004237431793155281
修订前,Ut2,28.400000000000002,0.0004057772642291285
修订前,Ut2,28.5,0.00046326069607484594
修订前,Ut2,28.6,0.00044890763042637437
修订前,Ut2,28.700000000000003,0.00029999717814315125
修订前,Ut2,28.8,0.00034631371770506335
修订前,Ut2,28.900000000000002,0.00036238520483792007
修订前,Ut2,29.0,0.0005239958722920353
修订前,Ut2,29.1,0.0005077761696076755
修订前,Ut2,29.200000000000003,0.0003428057265949316
修订前,Ut2,29.3,0.0003918556159294836
修订前,Ut2,29.400000000000002,0.0003651078117677296
修订前,Ut2,29.5,0.0001843354537112733
修订前,Ut2,29.6,0.00021653302765748327
修订前,Ut2,29.700000000000003,0.0003009602738774249
修订前,Ut2,29.8,0.0003453356205295665
修订前,Ut2,29.900000000000002,0.0005314520191848671
修订前,Ut2,30.0,0.00041309595455596426
修订前,Ut2,30.1,0.00038163636432661296
修订前,Ut2,30.200000000000003,0.0003145521073103499
修订前,Ut2,30.3,0.00028617634365054456
修订前,Ut2,30.400000000000002,0.00022871161967595577
修订前,Ut2,30.5,0.0003069484481209096
修订前,Ut2,30.6,0.0004569837584532861
修订前,Ut2,30.700000000000003,0.0005553215070450072
修订前,Ut2,30.8,0.000513386105019325
修订前,Ut2,30.900000000000002,0.00033420220505891177
修订前,Ut2,31.0,0.0004774478112072924
修订前,Ut2,31.1,0.00034778502072551725
修订前,Ut2,31.200000000000003,0.0003063914463169426
修订前,Ut2,31.3,0.0005740762749320276
修订前,Ut2,31.400000000000002,0.0007057049506429595
修订前,Ut2,31.5,0.0005152464777800716
修订前,Ut2,31.6,0.00047235634197397063
修订前,Ut2,31.700000000000003,0.0003767577829338596
修订前,Ut2,31.8,0.000472793374278825
修订前,Ut2,31.900000000000002,0.0005115566381547649
修订前,Ut2,32.0,0.0007072694558388992
修订前,Ut2,32.1,0.0003808045453954653
修订前,Ut2,32.2,0.00035267122356203166
修订前,Ut2,32.300000000000004,0.0007131618786359759
修订前,Ut2,32.4,0.0005582619459543115
修订前,Ut2,32.5,0.00032917155984575917
修订前,Ut2,32.6,0.0005984509846168354
修订前,Ut2,32.7,0.0006888402131803667
修订前,Ut2,32.800000000000004,0.00034881855910134707
修订前,Ut2,32.9,0.00047268779281043195
修订前,Ut2,33.0,0.0005291350230573599
修订前,Ut2,33.1,0.0005122918612535841
修订前,Ut2,33.2,0.019153129544497296
修订前,Ut2,33.300000000000004,0.24221424375240816
修订前,Ut2,33.4,0.1591685451862219
修订前,Ut2,33.5,0.0030686235941349365
修订前,Ut2,33.6,0.00041557950134219114
修订前,Ut2,33.7,0.0006681083062666436
修订前,Ut2,33.800000000000004,0.0004279270146913646
修订前,Ut2,33.9,0.00048626832413976563
修订前,Ut2,34.0,0.0007372871953454884
修订前,Ut2,34.1,0.00044106042899320804
修订前,Ut2,34.2,0.00032585149816311237
修订前,Ut2,34.300000000000004,0.0005728601508285318
修订前,Ut2,34.4,0.0005081284549646839
修订前,Ut2,34.5,0.0003248558974558707
修订前,Ut2,34.6,0.0005080824929254799
修订前,Ut2,34.7,0.0006256161261509609
修订前,Ut2,34.800000000000004,0.00041100399319064616
修订前,Ut2,34.9,0.0005164089680201764
修订前,Ut2,35.0,0.000494914917300618
修订前,Ut2,35.1,0.0005506361010132369
修订前,Ut2,35.2,0.0006728252651965933
修订前,Ut2,35.300000000000004,0.0005860636190024708
修订前,Ut2,35.4,0.00021618746252913086
修订前,Ut2,35.5,0.00020959037044575478
修订前,Ut2,35.6,0.00046599467229174545
修订前,Ut2,35.7,0.0006043844511863668
修订前,Ut2,35.800000000000004,0.00036544892286928337
修订前,Ut2,35.9,0.0004874058858091066
修订前,Ut2,36.0,0.0005474309137259746
修订前,Ut2,36.1,0.0003819283287274824
修订前,Ut2,36.2,0.00033399687087225786
修订前,Ut2,36.300000000000004,0.0004154955715457967
修订前,Ut2,36.4,0.0003601783413919386
修订前,Ut2,36.5,0.00026652138030537354
修订前,Ut2,36.6,0.00022622880749477867
修订前,Ut2,36.7,0.00023279334557188523
修订前,Ut2,36.800000000000004,0.0004113574548657325
修订前,Ut2,36.9,0.0003257739591448415
修订前,Ut2,37.0,0.0003592510195527634
修订前,Ut2,37.1,0.00014096879291985062
修订前,Ut2,37.2,0.00016600491001039677
修订前,Ut2,37.300000000000004,0.00032056478748834283
修订前,Ut2,37.4,0.0003681809912419826
修订前,Ut2,37.5,0.0004199819754896074
修订前,Ut2,37.6,0.0006001502683690524
修订前,Ut2,37.7,0.0006367302394217371
修订前,Ut2,37.800000000000004,0.0003732388752207308
修订前,Ut2,37.9,0.0002880534631330227
修订前,Ut2,38.0,0.00039335925764665404
修订前,Ut2,38.1,0.0004527446330828105
修订前,Ut2,38.2,0.0004160049521775323
修订前,Ut2,38.300000000000004,0.00042339969308645767
修订前,Ut2,38.400000000000006,0.0003673750393904399
修订前,Ut2,38.5,0.0005154233829150652
修订前,Ut2,38.6,0.000880812636477074
修订前,Ut2,38.7,0.000774061160841186
修订前,Ut2,38.800000000000004,0.0020615537273687254
修订前,Ut2,38.900000000000006,0.008258222902754101
修订前,Ut2,39.0,0.009100334818278938
修订前,Ut2,39.1,0.011912502323565562
修订前,Ut2,39.2,0.011968497115661508
修订前,Ut2,39.300000000000004,0.002217342942393949
修订前,Ut2,39.400000000000006,0.0012574298341132462
修订前,Ut2,39.5,0.007165750791183464
修订前,Ut2,39.6,0.012486762933143237
修订前,Ut2,39.7,0.005044416541162187
修订前,Ut2,39.800000000000004,0.007327107886807729
修订前,Ut2,39.900000000000006,0.0071096409607401545
修订前,Ut2,40.0,0.01691078395511049
修订前,Ut2,40.1,0.008211062967740346
修订前,Ut2,40.2,0.008421666414904803
修订前,Ut2,40.300000000000004,0.005261172996428406
修订前,Ut2,40.400000000000006,0.012839123712090837
修订前,Ut2,40.5,0.006788520091412322
修订前,Ut2,40.6,0.0008973318008023756
修订前,Ut2,40.7,0.0020747196172578625
修订前,Ut2,40.800000000000004,0.009970562627155604
修订前,Ut2,40.900000000000006,0.009117578988825089
修订前,Ut2,41.0,0.007851936540517919
修订前,Ut2,41.1,0.005939424994668677
修订前,Ut2,41.2,0.0010981851458085256
修订前,Ut2,41.300000000000004,0.0008360550223993412
修订前,Ut2,41.400000000000006,0.0017598046796626352
修订前,Ut2,41.5,0.0014474987782505284
修订前,Ut2,41.6,0.0004965246725555205
修订前,Ut2,41.7,0.0003247297852341803
修订前,Ut2,41.800000000000004,0.00022796407938298599
修订前,Ut2,41.900000000000006,0.00047700372676726365
修订前,Ut2,42.0,0.0008889329839268614
修订前,Ut2,42.1,0.0004030296843375893
修订前,Ut2,42.2,0.00030565019633133804
修订前,Ut2,42.300000000000004,0.0006951341270644554
修订前,Ut2,42.400000000000006,0.000866569668307669
修订前,Ut2,42.5,0.00040575588424086715
修订前,Ut2,42.6,0.00037480708003605044
修订前,Ut2,42.7,0.00036519657612084404
修订前,Ut2,42.800000000000004,0.0002930254441379379
修订前,Ut2,42.900000000000006,0.0005669167482997753
修订前,Ut2,43.0,0.0003145452704787822
修订前,Ut2,43.1,0.00022499042643953296
修订前,Ut2,43.2,0.0004232871252875048
修订前,Ut2,43.300000000000004,0.0011219920936870347
修订前,Ut2,43.400000000000006,0.0007377714078144897
修订前,Ut2,43.5,0.0002695619643313727
修订前,Ut2,43.6,0.00028710102079188335
修订前,Ut2,43.7,0.00024485217980071153
修订前,Ut2,43.800000000000004,0.00015454757629620346
修订前,Ut2,43.900000000000006,0.00035721502172368234
修订前,Ut2,44.0,0.0005077974476912158
修订前,Ut2,44.1,0.0003637291525425358
修订前,Ut2,44.2,0.0004206547151168992
修订前,Ut2,44.300000000000004,0.00041291724199783996
修订前,Ut2,44.400000000000006,0.00030452137838595677
修订前,Ut2,44.5,0.00039202336499535623
修订前,Ut2,44.6,0.0008469837547137039
修订前,Ut2,44.7,0.0014103537398278655
修订前,Ut2,44.800000000000004,0.0008233291014125417
修订前,Ut2,44.900000000000006,0.0002976445750422954
修订前,Ut2,45.0,0.00039891262598924657
修订前,Ut2,45.1,0.0002949277391013886
修订前,Ut2,45.2,0.00036025936834761097
修订前,Ut2,45.300000000000004,0.0007234665971112401
修订前,Ut2,45.400000000000006,0.0007597099015198179
修订前,Ut2,45.5,0.00031485015720661197
修订前,Ut2,45.6,0.0014678857423807772
修订前,Ut2,45.7,0.00230996849913167
修订前,Ut2,45.800000000000004,0.00036994013252570506
修订前,Ut2,45.900000000000006,0.0004743611348476449
修订前,Ut2,46.0,0.0006668433905400842
修订前,Ut2,46.1,0.0004517571160274649
修订前,Ut2,46.2,0.00031158514754344845
修订前,Ut2,46.300000000000004,0.0008201188585178068
修订前,Ut2,46.400000000000006,0.0006089493788584844
修订前,Ut2,46.5,0.0006798073605029476
修订前,Ut2,46.6,0.005615767070783717
修订前,Ut2,46.7,0.008515157958175068
修订前,Ut2,46.800000000000004,0.0012667944418629103
修订前,Ut2,46.900000000000006,0.0002687819800701325
修订前,Ut2,47.0,0.0003228282509659682
修订前,Ut2,47.1,0.00032145223486069
修订前,Ut2,47.2,0.0004659465821462396
修订前,Ut2,47.300000000000004,0.0008183690768853923
修订前,Ut2,47.400000000000006,0.0007309556587624054
修订前,Ut2,47.5,0.0003876799245539938
修订前,Ut2,47.6,0.0008635685375243851
修订前,Ut2,47.7,0.001333003084531619
修订前,Ut2,47.800000000000004,0.0006820760815273187
修订前,Ut2,47.900000000000006,0.0005277534731318354
修订前,Ut2,48.0,0.0004261557378340897
修订前,Ut2,48.1,0.0004859534680875888
修订前,Ut2,48.2,0.0002489238003649597
修订前,Ut2,48.300000000000004,0.0004444476047729887
修订前,Ut2,48.400000000000006,0.0003679287596650895
修订前,Ut2,48.5,0.0002511850433235797
修订前,Ut2,48.6,0.0004625546691324025
修订前,Ut2,48.7,0.0007023672999337997
修订前,Ut2,48.800000000000004,0.0005700459965777237
修订前,Ut2,48.900000000000006,0.000497096025817547
修订前,Ut2,49.0,0.00038382031440915317
修订前,Ut2,49.1,0.0005154365088317904
修订前,Ut2,49.2,0.00047948860736306243
修订前,Ut2,49.300000000000004,0.0009204897080735616
修订前,Ut2,49.400000000000006,0.0005008300614003704
修订前,Ut2,49.5,0.0009028871849102203
修订前,Ut2,49.6,0.0010350197447540142
修订前,Ut2,49.7,0.0005219599955150439
修订前,Ut2,49.800000000000004,0.00041221850362777333
修订前,Ut2,49.900000000000006,0.000629629076848714
修订前,Ut2,50.0,0.000489917017769531
修订后,Ut1,0.0,7.91654473599591e-05
修订后,Ut1,0.1,0.00016523297801997896
修订后,Ut1,0.2,0.0001957540325122886
修订后,Ut1,0.30000000000000004,0.000159090102193882
修订后,Ut1,0.4,0.0010220572575228406
修订后,Ut1,0.5,0.008683210830826309
修订后,Ut1,0.6000000000000001,0.004482218186730955
修订后,Ut1,0.7000000000000001,9.136084916767517e-05
修订后,Ut1,0.8,6.378409153534801e-05
修订后,Ut1,0.9,0.0009784130326953514
修订后,Ut1,1.0,0.02048306239031712
修订后,Ut1,1.1,0.01999188062565839
修订后,Ut1,1.2000000000000002,0.0010110136429956802
修订后,Ut1,1.3,0.00010012671825979325
修订后,Ut1,1.4000000000000001,0.0007359171533149074
修订后,Ut1,1.5,0.029263459786781777
修订后,Ut1,1.6,0.0548290373557061
修订后,Ut1,1.7000000000000002,0.007169368283903516
修订后,Ut1,1.8,0.00021118730538704575
修订后,Ut1,1.9000000000000001,0.00020607961642224318
修订后,Ut1,2.0,0.004308208763416977
修订后,Ut1,2.1,0.01494357346939435
修订后,Ut1,2.2,0.004176976335071686
修订后,Ut1,2.3000000000000003,0.0002447356715506135
修订后,Ut1,2.4000000000000004,0.00046718753572287143
修订后,Ut1,2.5,0.005140188060972355
修订后,Ut1,2.6,0.032433676649506055
修订后,Ut1,2.7,0.017503322903642544
修订后,Ut1,2.8000000000000003,0.0010597747853701488
修订后,Ut1,2.9000000000000004,0.00013146925563684988
修订后,Ut1,3.0,0.000838388526370466
修订后,Ut1,3.1,0.007134932703319868
修订后,Ut1,3.2,0.006632450999458361
修订后,Ut1,3.3000000000000003,0.0006289523214235861
修订后,Ut1,3.4000000000000004,0.00011014660478711995
修订后,Ut1,3.5,8.85421422295368e-05
修订后,Ut1,3.6,0.00042389531969371554
修订后,Ut1,3.7,0.000708814135355535
修订后,Ut1,3.8000000000000003,0.00018904236452387213
修订后,Ut1,3.9000000000000004,4.821146738102754e-05
修订后,Ut1,4.0,4.8414103703179955e-05
修订后,Ut1,4.1000000000000005,6.10324695145424e-05
修订后,Ut1,4.2,8.594769484183114e-05
修订后,Ut1,4.3,7.288592731718818e-05
修订后,Ut1,4.4,4.343571908077706e-05
修订后,Ut1,4.5,5.9684964048873323e-05
修订后,Ut1,4.6000000000000005,5.456807506890547e-05
修订后,Ut1,4.7,3.8180992111262125e-05
修订后,Ut1,4.800000000000001,4.7798106449435094e-05
修订后,Ut1,4.9,5.873546520440216e-05
修订后,Ut1,5.0,6.441289728565086e-05
修订后,Ut1,5.1000000000000005,5.799558615780496e-05
修订后,Ut1,5.2,7.632713924269974e-05
修订后,Ut1,5.300000000000001,9.01145946880972e-05
修订后,Ut1,5.4,6.664216351613458e-05
修订后,Ut1,5.5,6.124279120228595e-05
修订后,Ut1,5.6000000000000005,6.117191225869618e-05
修订后,Ut1,5.7,5.263669612625409e-05
修订后,Ut1,5.800000000000001,4.827068106858289e-05
修订后,Ut1,5.9,2.0643122214863316e-05
修订后,Ut1,6.0,3.920701069032643e-05
修订后,Ut1,6.1000000000000005,5.6545019483986935e-05
修订后,Ut1,6.2,5.122291418398648e-05
修订后,Ut1,6.300000000000001,6.87497330573519e-05
修订后,Ut1,6.4,2.93194564425653e-05
修订后,Ut1,6.5,3.228734177677605e-05
修订后,Ut1,6.6000000000000005,0.00013003500666314809
修订后,Ut1,6.7,0.00014781218640005982
修订后,Ut1,6.800000000000001,4.194686075709056e-05
修订后,Ut1,6.9,3.2639801343386806e-05
修订后,Ut1,7.0,1.9645284187447483e-05
修订后,Ut1,7.1000000000000005,4.73013483047145e-05
修订后,Ut1,7.2,8.020779594341963e-05
修订后,Ut1,7.300000000000001,0.00012928109695078678
修订后,Ut1,7.4,0.00010315662229027156
修订后,Ut1,7.5,4.928091171606848e-05
修订后,Ut1,7.6000000000000005,3.820848864062134e-05
修订后,Ut1,7.7,5.0083806860383575e-05
修订后,Ut1,7.800000000000001,8.218357734489301e-05
修订后,Ut1,7.9,0.00011234919575152277
修订后,Ut1,8.0,7.437221827029736e-05
修订后,Ut1,8.1,3.6490224096190055e-05
修订后,Ut1,8.200000000000001,4.994002570662467e-05
修订后,Ut1,8.3,3.245719486892011e-05
修订后,Ut1,8.4,3.1157233571088584e-05
修订后,Ut1,8.5,5.6388701988921795e-05
修订后,Ut1,8.6,4.9856316837161425e-05
修订后,Ut1,8.700000000000001,3.554065245635921e-05
修订后,Ut1,8.8,2.602125492830556e-05
修订后,Ut1,8.9,1.7426311482485813e-05
修订后,Ut1,9.0,4.0150186040356684e-05
修订后,Ut1,9.1,5.856832983059779e-05
修订后,Ut1,9.200000000000001,4.972802135978172e-05
修订后,Ut1,9.3,5.1562626366313375e-05
修订后,Ut1,9.4,6.508878479755321e-05
修订后,Ut1,9.5,6.80623316145506e-05
修订后,Ut1,9.600000000000001,5.1607396909358843e-05
修订后,Ut1,9.700000000000001,5.8141693800767005e-05
修订后,Ut1,9.8,7.386820861522719e-05
修订后,Ut1,9.9,7.366586563654681e-05
修订后,Ut1,10.0,3.847488442565774e-05
修订后,Ut1,10.100000000000001,3.8231131903560306e-05
修订后,Ut1,10.200000000000001,5.763561484716897e-05
修订后,Ut1,10.3,4.9403167010259715e-05
修订后,Ut1,10.4,8.038071516688203e-05
修订后,Ut1,10.5,7.696134461546141e-05
修订后,Ut1,10.600000000000001,4.284069565704342e-05
修订后,Ut1,10.700000000000001,3.0135153862997073e-05
修订后,Ut1,10.8,2.2049002798852033e-05
修订后,Ut1,10.9,3.436384766341291e-05
修订后,Ut1,11.0,3.62618778209605e-05
修订后,Ut1,11.100000000000001,3.3578049560919404e-05
修订后,Ut1,11.200000000000001,5.2346296580146126e-05
修订后,Ut1,11.3,6.026905829763659e-05
修订后,Ut1,11.4,5.2326429517091714e-05
修订后,Ut1,11.5,5.0789947474913655e-05
修订后,Ut1,11.600000000000001,3.3792757578968726e-05
修订后,Ut1,11.700000000000001,5.811722979202408e-05
修订后,Ut1,11.8,6.704400249474591e-05
修订后,Ut1,11.9,5.27314599859232e-05
修订后,Ut1,12.0,4.587994173655733e-05
修订后,Ut1,12.100000000000001,7.119380243671405e-05
修订后,Ut1,12.200000000000001,4.385446580807145e-05
修订后,Ut1,12.3,2.864038530878435e-05
修订后,Ut1,12.4,4.432276357164689e-05
修订后,Ut1,12.5,4.604575754008789e-05
修订后,Ut1,12.600000000000001,5.4738849388666244e-05
修订后,Ut1,12.700000000000001,5.002125835293586e-05
修订后,Ut1,12.8,2.4406350728589674e-05
修订后,Ut1,12.9,1.5332165944520937e-05
修订后,Ut1,13.0,4.394837080593723e-05
修订后,Ut1,13.100000000000001,5.23324009718469e-05
修订后,Ut1,13.200000000000001,6.249140213060427e-05
修订后,Ut1,13.3,0.00010537850797293563
修订后,Ut1,13.4,8.506175193782779e-05
修订后,Ut1,13.5,8.819390005714912e-05
修订后,Ut1,13.600000000000001,6.64471999580323e-05
修订后,Ut1,13.700000000000001,5.7313656724983705e-05
修订后,Ut1,13.8,5.004611819494712e-05
修订后,Ut1,13.9,5.5515630423481376e-05
修订后,Ut1,14.0,4.1145133166825914e-05
