dataset,channel,f_Hz,psd_mV2_Hz
修订前,Ut1,4.2,0.0006927992531172021
修订前,Ut1,4.3,0.001561824841757372
修订前,Ut1,4.4,0.0011603859336729886
修订前,Ut1,4.5,0.000645955099738603
修订前,Ut1,4.6000000000000005,0.0009381003073571406
修订前,Ut1,4.7,0.0010383269936830976
修订前,Ut1,4.800000000000001,0.0007920193907051978
修订前,Ut1,4.9,0.001022097224313578
修订前,Ut1,5.0,0.0012238649623381606
修订前,Ut1,5.1000000000000005,0.000738313827481813
修订前,Ut1,5.2,0.0009937133913150138
修订前,Ut1,5.300000000000001,0.0025166593630099082
修订前,Ut1,5.4,0.0015215690752233386
修订前,Ut1,5.5,0.0008927773822846316
修订前,Ut1,5.6000000000000005,0.0014547332361675236
修订前,Ut1,5.7,0.002495620526857159
修订前,Ut1,5.800000000000001,0.0008869153952915955
修订前,Ut1,5.9,0.000534999857741251
修订前,Ut1,6.0,0.0007494996563324053
修订前,Ut1,6.1000000000000005,0.0005599751678126854
修订前,Ut1,6.2,0.001112074621434058
修订前,Ut1,6.300000000000001,0.001933202338257056
修订前,Ut1,6.4,0.0010659386548072815
修订前,Ut1,6.5,0.001299884175254371
修订前,Ut1,6.6000000000000005,0.027406495977214864
修订前,Ut1,6.7,0.044527212833686027
修订前,Ut1,6.800000000000001,0.0062489485766986895
修订前,Ut1,6.9,0.00043087001486182637
修订前,Ut1,7.0,0.00044559682713272953
修订前,Ut1,7.1000000000000005,0.0007164241799637151
修订前,Ut1,7.2,0.001303681502858923
修订前,Ut1,7.300000000000001,0.0013510219000000786
修订前,Ut1,7.4,0.0009984736707454407
修订前,Ut1,7.5,0.0005077197260757227
修订前,Ut1,7.6000000000000005,0.0014782971190585583
修订前,Ut1,7.7,0.003034878488130778
修订前,Ut1,7.800000000000001,0.0008631175218428218
修订前,Ut1,7.9,0.0011536178222666604
修订前,Ut1,8.0,0.009831587760675354
修订前,Ut1,8.1,0.04412595801956897
修订前,Ut1,8.200000000000001,0.01506766834380524
修订前,Ut1,8.3,0.0011198616422976246
修订前,Ut1,8.4,0.000756597200819175
修订前,Ut1,8.5,0.0009193755376561626
修订前,Ut1,8.6,0.0007319078854758843
修订前,Ut1,8.700000000000001,0.0008405653734266512
修订前,Ut1,8.8,0.0011786480881934246
修订前,Ut1,8.9,0.0012138339068890694
修订前,Ut1,9.0,0.002341680104975302
修订前,Ut1,9.1,0.0012310330553835362
修订前,Ut1,9.200000000000001,0.0010513242425385617
修订前,Ut1,9.3,0.002030670644694475
修订前,Ut1,9.4,0.0011671685855429695
修订前,Ut1,9.5,0.0006876145423698837
修订前,Ut1,9.600000000000001,0.0006366790207786827
修订前,Ut1,9.700000000000001,0.001483810562675309
修订前,Ut1,9.8,0.0011712068243693306
修订前,Ut1,9.9,0.0022249903970858764
修订前,Ut1,10.0,0.0027745532134318424
修订前,Ut1,10.100000000000001,0.001230366972403684
修订前,Ut1,10.200000000000001,0.0009517600774869187
修订前,Ut1,10.3,0.0015149674109050243
修订前,Ut1,10.4,0.0008810243153900624
修订前,Ut1,10.5,0.00046544765557670427
修订前,Ut1,10.600000000000001,0.0013360841856409783
