dataset,channel,start_mcu_s,mean_mV,sd_raw_mV,slope_mV_min,rms_mV,rms_20,rms_40,rms_33,rms_05_5,peaks_Hz
修订后,Ut1,197.873,1438.0010990933336,0.29332340484362934,-1.6121358331783147,0.17899568469901883,0.051840075568022566,0.04988026675051418,0.009280392643064284,0.1412659402601936,2.1;3.5;1.4;2.8;0.7;4.2;42.8;17.2
修订后,Ut2,197.873,1453.6773172466667,0.23703348656875986,-0.7389452250155892,0.2123248334227267,0.04829284520120954,0.05263947448168398,0.07963824584976952,0.1451268951751913,2.1;33.3;3.5;1.4;2.8;0.7;42.8;4.2
修订后,Ut1,227.873,1437.2848003100003,0.2613135289005633,-1.2994094689825488,0.1797024874895009,0.05120504367808748,0.05034617534401699,0.010865957945287214,0.14186083374765593,2.0;3.4;1.4;2.7;0.7;4.1;22.7;17.3
修订后,Ut2,227.873,1453.27201823,0.23696963907215,-0.7930591322403571,0.20533989997658686,0.051939668311488,0.05226256734858859,0.06786918836885279,0.14653336498955177,2.0;3.4;33.3;1.4;2.7;0.7;4.1;17.3
修订后,Ut1,257.873,1436.6839345566664,0.24130776586612138,-1.1132205274116767,0.1804781913714879,0.052569502261088454,0.05119384157810455,0.011306159354601497,0.14127066216017037,2.0;3.3;1.3;2.7;4.0;0.7;20.0;22.7
修订后,Ut2,257.873,1452.890828136667,0.243472781806487,-0.8934080630419954,0.20578190274329305,0.053742417958155236,0.05173300083748131,0.0667447237928654,0.14790775682814655,2.0;3.3;33.3;1.3;2.7;0.7;4.0;17.3
修订后,Ut1,287.873,1436.1515293933332,0.23718672946696148,-1.0533542013620876,0.18192735976703686,0.051136285194584206,0.04997554585071999,0.011635752893726651,0.14389740670986936,2.0;3.3;1.3;2.6;0.7;4.0;42.6;22.6
修订后,Ut2,287.873,1452.50091487,0.22340478978604617,-0.5955284835213889,0.2056407090608901,0.05347434841392943,0.05236203262857888,0.0670879369786858,0.14919577594238517,2.0;3.3;33.3;1.3;2.6;0.7;4.0;43.3
修订后,Ut1,317.873,1435.66070594,0.2286978716933966,-0.9496740285628741,0.18356091794181417,0.0512334413016703,0.051539358325831175,0.012038220310057858,0.14545728327361107,1.9;3.2;1.3;2.6;3.9;0.6;37.4;42.6
修订后,Ut2,317.873,1452.2177385533334,0.23119661159406693,-0.7389977644356425,0.20872780782411904,0.056286172469807556,0.05277747503031913,0.04222528904598586,0.15621868806417494,1.9;1.3;3.2;2.6;0.6;33.3;3.9;37.4
修订后,Ut1,347.873,1435.21876093,0.22026428192060665,-0.8465961705363056,0.18369234783380411,0.05148360564073263,0.050663164281254024,0.009532567012384398,0.14562105131938535,1.9;3.2;1.3;2.6;0.6;3.8;42.6;20.0
修订后,Ut2,347.873,1451.8208573733332,0.24402036229183782,-0.8842087245420933,0.2088112263321789,0.05250074383299767,0.054702647164008106,0.06730577639477435,0.1527444561081641,1.9;3.2;1.3;33.3;2.6;0.6;3.8;42.6
修订后,Ut1,377.873,1434.8385879866667,0.21284672534408208,-0.6904386177344228,0.18879001211148777,0.05504123974283332,0.04996447291609584,0.01124247244994569,0.14940395954523172,1.9;3.1;1.3;2.5;3.8;0.6;42.5;20.0
修订后,Ut2,377.873,1451.4014437466667,0.23889216986060036,-0.8997524270441281,0.20208613862444702,0.05519075802629616,0.05532098406622998,0.041021785815395326,0.15337628324940783,1.9;3.1;1.3;2.5;0.6;3.8;33.3;42.5
修订后,Ut1,407.873,1434.5092267033333,0.21053616565154165,-0.6461807127229615,0.18805810278970064,0.053284474566280715,0.05197034906528703,0.01237016234829426,0.14947564470595043,1.9;3.1;1.2;2.5;0.6;3.7;37.5;22.5
修订后,Ut2,407.873,1450.93546555,0.2502519049230309,-0.953408397516986,0.20593605642973178,0.05304599068158257,0.05235883736449229,0.051311959758332866,0.15506421753332947,1.9;3.1;1.2;33.3;2.5;0.6;3.7;42.5
修订后,Ut1,437.873,1434.2065683233334,0.2058974916047185,-0.5944108132911187,0.18828579146946264,0.052749081584935735,0.050517268473600045,0.014378968105032317,0.15048838406318737,1.8;3.0;1.2;2.4;3.6;0.6;37.6;22.4
修订后,Ut2,437.873,1450.5438230366663,0.22851354046403452,-0.6569278420767357,0.20716748024611803,0.05444689979771406,0.05830838881015925,0.038346317283239256,0.15622592813918867,1.8;3.0;1.2;2.4;0.6;3.6;33.3;38.8
修订后,Ut1,467.873,1433.8912199233332,0.20532449701740102,-0.5378053573191268,0.19007248246780345,0.05375519765068877,0.049033206561402566,0.01957579184983441,0.15102757652855814,1.8;3.0;1.2;2.4;3.6;0.6;22.4;17.6
修订后,Ut2,467.873,1450.2055101866665,0.22771058926508173,-0.6217498298881508,0.2078045252165331,0.058697083654278184,0.05525365739886525,0.03102383317113085,0.15606135472360363,1.8;3.0;1.2;2.4;0.6;3.6;22.4;17.6
