time_s,Ut1_raw,Ut1_median3,Ut1_raw_bp,Ut1_median3_bp,Ut2_raw,Ut2_median3,Ut2_raw_bp,Ut2_median3_bp
9.34,1978.53088,1977.23389,-0.007135337480807649,0.036938863862478556,1614.99023,1615.06653,0.05500948618459732,0.021307569299094567
9.35,1977.61536,1977.61536,-0.015991343535673032,0.03778226592032857,1614.60876,1614.99023,0.05654712038406866,0.029558188512286893
9.36,1977.005,1977.61536,-0.025090448268135005,0.036741027339756,1615.21912,1614.99023,0.057808082499096025,0.03715681927088628
9.37,1977.38647,1977.38647,-0.03368414915058977,0.03395735201346596,1615.21912,1615.21912,0.05875325143528725,0.04359788229908245
9.38,1977.15759,1977.15759,-0.04097536131285921,0.029918621515084513,1614.83765,1615.21912,0.05932500905830859,0.04839527296123835
9.39,1977.005,1977.15759,-0.04625215777475064,0.025374754261395644,1615.21912,1615.21912,0.059465393370973396,0.05114387258762148
9.4,1977.46277,1977.15759,-0.04901111166655552,0.02120727081873492,1615.21912,1615.21912,0.0591379906024625,0.05157804840092318
9.41,1977.005,1977.005,-0.04904637647815446,0.01827438479387788,1614.91394,1615.21912,0.05834676178059032,0.049616149958523745
9.42,1977.0813,1977.0813,-0.04648901232389476,0.017259842179832032,1615.29541,1615.21912,0.05714574875789029,0.04538254070313258
9.43,1977.76794,1977.0813,-0.04179098184281975,0.018551128074504514,1615.14282,1615.14282,0.05563548883936284,0.03920272584924636
9.44,1977.15759,1977.15759,-0.03565821892406901,0.022166526522916355,1614.83765,1615.14282,0.05394473663352224,0.03157163094048251
9.45,1977.15759,1977.15759,-0.028945727106931166,0.027741855720130125,1615.29541,1615.14282,0.05219924455823013,0.023099324957410492
9.46,1977.92053,1977.15759,-0.02253320665314003,0.03457810903678013,1615.06653,1615.06653,0.050482230648702664,0.01444187443105965
9.47,1977.23389,1977.23389,-0.01720179467041883,0.04174219413795041,1614.91394,1615.06653,0.04879318364858643,0.006227152748719052
9.48,1977.15759,1977.23389,-0.013531710530392392,0.048205386302008,1615.21912,1615.06653,0.0470127553887377,-0.0010138414521238953
9.49,1978.07312,1977.23389,-0.01183725650032201,0.05299839942659832,1614.99023,1614.99023,0.04488191364987862,-0.0069003054874956435
9.5,1977.76794,1977.76794,-0.012150051129806182,0.0553584717874448,1614.45618,1614.99023,0.042003115528306226,-0.011231838213579204
9.51,1977.005,1977.76794,-0.014253831046208476,0.0548433303294835,1615.29541,1614.99023,0.03786936006404956,-0.013991137355308929
9.52,1977.23389,1977.23389,-0.01776419131313177,0.05139086495768229,1615.14282,1615.14282,0.031922784901324684,-0.015319211185933886
9.53,1977.15759,1977.15759,-0.02223547782762078,0.04531314528988382,1614.76135,1615.14282,0.02363807661490884,-0.0154681052024207
9.54,1977.005,1977.15759,-0.02726944123674655,0.03722760801424556,1615.21912,1615.14282,0.012619455162338217,-0.014740632500493898
9.55,1977.46277,1977.15759,-0.03260041504930262,0.027941854552257825,1615.21912,1615.21912,-0.001304080742808758,-0.0134292489780193
9.56,1977.0813,1977.0813,-0.03813911829417051,0.018316550699081717,1614.83765,1615.21912,-0.01800154167465299,-0.011766201633466413
9.57,1977.0813,1977.0813,-0.043967931107957034,0.009132177696241188,1615.21912,1615.21912,-0.03699548615338011,-0.009894462441954412
9.58,1977.92053,1977.0813,-0.05029134442978948,0.0009816889641293264,1615.06653,1615.06653,-0.05746119062653594,-0.007864329325361599
9.59,1977.15759,1977.15759,-0.05735444550587799,-0.0057954701721697754,1614.76135,1615.06653,-0.07827476312914709,-0.0056547843277505
9.6,1977.23389,1977.23389,-0.06534834464060732,-0.01113073677742148,1615.21912,1615.06653,-0.09810917871622482,-0.003213032912455536
9.61,1977.92053,1977.23389,-0.07432306141169823,-0.015196544019450052,1614.99023,1614.99023,-0.11557092922009582,-0.0005016236367669444
9.62,1977.15759,1977.23389,-0.08412568479720237,-0.01833796601217392,1614.83765,1614.99023,-0.12936420268302237,0.0024588467194373385
9.63,1977.005,1977.15759,-0.09437602749813384,-0.020979779163158734,1615.21912,1614.99023,-0.1384642686792064,0.005562113875219552
9.64,1977.53906,1977.15759,-0.1044848854369021,-0.02352530754400144,1615.14282,1615.14282,-0.1422769071049464,0.008610799638840146
9.65,1977.76794,1977.53906,-0.11371299575672349,-0.02626391873188054,1612.70142,1615.14282,-0.14075671989755312,0.011335131314698323
9.66,1976.92871,1977.53906,-0.12126327519965162,-0.029303094027135504,1615.21912,1615.14282,-0.13445624417659813,0.01343243035500897
9.67,1977.15759,1977.15759,-0.12639420141564536,-0.03253799358964512,1615.14282,1615.14282,-0.12448473520524492,0.014619757339065797
9.68,1977.15759,1977.15759,-0.1285371123026203,-0.03566513231298114,1614.76135,1615.14282,-0.11237338777837053,0.014689960843172374
9.69,1976.92871,1977.15759,-0.1273966097562928,-0.03823761993540177,1615.3717,1615.14282,-0.09986702119452343,0.013561196693195093
9.7,1977.31018,1977.15759,-0.12301437058199677,-0.03975045110732438,1615.21912,1615.21912,-0.08867940301519107,0.011311098896383275
9.71,1977.005,1977.005,-0.1157829601247996,-0.03973879752130262,1614.76135,1615.21912,-0.08025416463501954,0.008188732896982577
9.72,1977.15759,1977.15759,-0.1064055060136842,-0.037871055306004514,1615.21912,1615.21912,-0.0755679012782701,0.004600247643140546
9.73,1977.84424,1977.15759,-0.09580692095768265,-0.03402061038123433,1615.06653,1615.06653,-0.07500161681477811,0.00106795128697219
9.74,1977.0813,1977.15759,-0.08501086789453251,-0.02830476845397692,1614.83765,1615.06653,-0.0782949833294202,-0.0018328305033473435
9.75,1977.15759,1977.15759,-0.07500191473369314,-0.021085001448403397,1615.14282,1615.06653,-0.08458682023587663,-0.0035502591566999846
9.76,1977.84424,1977.15759,-0.06659319364425689,-0.012928503288864197,1614.99023,1614.99023,-0.09253517306923453,-0.003634016927416205
9.77,1977.23389,1977.23389,-0.060317327949635985,-0.004536358095649173,1614.83765,1614.99023,-0.100501506200776,-0.001802485725265245
9.78,1977.0813,1977.23389,-0.056354210909984354,0.0033517389373540754,1615.29541,1614.99023,-0.1067760869657764,0.002011382611982729
9.79,1977.46277,1977.23389,-0.05450407601011159,0.010062457234613431,1615.21912,1615.21912,-0.10981566418780161,0.007642014508012898
9.8,1977.76794,1977.46277,-0.05420874736333872,0.015087223168970118,1612.70142,1615.21912,-0.10845998883150854,0.014702337319479897
9.81,1976.85242,1977.46277,-0.05461917009448566,0.018157093288843767,1615.3717,1615.21912,-0.10209210369399149,0.02262046855003605
9.82,1977.92053,1977.76794,-0.05470318173243389,0.019279119097184765,1615.06653,1615.06653,-0.09071320269234726,0.030695277900910634
9.83,1977.0813,1977.0813,-0.05338280445660115,0.01872467264675012,1614.83765,1615.06653,-0.07491964343349733,0.038163654187631485
9.84,1977.15759,1977.15759,-0.04968525839829535,0.01696941113234073,1615.29541,1615.06653,-0.0557923357774618,0.044273424521202386
9.85,1977.46277,1977.15759,-0.042887934206562006,0.014595566431681539,1615.21912,1615.21912,-0.03472628861555422,0.04835667322950322
9.86,1976.92871,1977.15759,-0.03263620882236519,0.01217602039866533,1614.91394,1615.21912,-0.01323466783627765,0.049897662844221626
9.87,1977.15759,1977.15759,-0.019015252470085203,0.010162882152909999,1615.29541,1615.21912,0.007240598144919265,0.04858834076086166
9.88,1977.61536,1977.15759,-0.0025630638788550555,0.008800944400477465,1615.21912,1615.21912,0.02548655903118295,0.04436408608974962
9.89,1977.15759,1977.15759,0.015779013365404257,0.008080654555304375,1614.83765,1615.21912,0.04062897818112269,0.037413919776031
9.9,1977.23389,1977.23389,0.03477201901246493,0.007738099926279018,1615.21912,1615.21912,0.05218679807037155,0.028162708996165867
9.91,1978.07312,1977.23389,0.05302632593315072,0.00730202565652239,1614.99023,1614.99023,0.06007244679352837,0.0172271214850412
9.92,1977.15759,1977.23389,0.0691687811885973,0.006180822818504679,1615.06653,1615.06653,0.0645456600387876,0.005351301498345163
9.93,1977.15759,1977.15759,0.08200634606075013,0.003776505483616551,1615.21912,1615.06653,0.06613263577375444,-0.006668579357765339
9.94,1978.60718,1977.15759,0.09066339288493395,-0.00039160671626175484,1614.99023,1615.06653,0.06552454429993601,-0.018060557944317136
9.95,1977.69165,1977.69165,0.09467362469235598,-0.006573533357276586,1614.60876,1614.99023,0.0634704895382896,-0.02814456887010735
9.96,1976.92871,1977.69165,0.09401433598216401,-0.014706701649014938,1615.21912,1614.99023,0.06067988646903058,-0.036384702116676014
9.97,1977.46277,1977.46277,0.08908148047031872,-0.024384431176693856,1615.14282,1615.14282,0.05774680018542345,-0.04242218708091034
9.98,1977.0813,1977.0813,0.08061677759992049,-0.0348863081062608,1614.83765,1615.14282,0.05510358243580447,-0.04608848741769506
9.99,1977.0813,1977.0813,0.0696064430884096,-0.04526900025807159,1615.3717,1615.14282,0.05300478153721562,-0.047400793620537326
10.0,1978.60718,1977.0813,0.057170656880712614,-0.05450190710419737,1614.99023,1614.99023,0.051537287326088914,-0.046543844620374614
10.01,1977.0813,1977.0813,0.04445624205918507,-0.06162232918992809,1614.91394,1614.99023,0.05064999535121523,-0.04384186469213562
10.02,1977.0813,1977.0813,0.03253905514460109,-0.06588235596266218,1615.29541,1614.99023,0.05019539746299593,-0.03972321850943325
10.03,1977.53906,1977.0813,0.022341761994230772,-0.06686321711205503,1615.14282,1615.14282,0.04997557672399321,-0.03467969549385157
10.04,1977.0813,1977.0813,0.014575011700831543,-0.06453972574363911,1614.91394,1615.14282,0.04978563920275407,-0.029222971145499488
10.05,1977.15759,1977.15759,0.009709920096436215,-0.059285709287749844,1615.21912,1615.14282,0.04944886389107248,-0.02384209863418721
10.06,1977.84424,1977.15759,0.007984743189045507,-0.05181997189657969,1615.06653,1615.06653,0.04883998389267554,-0.018966418106794017
10.07,1977.0813,1977.15759,0.009440894815667879,-0.04310062004723481,1615.06653,1615.06653,0.047895447327056764,-0.014937243234974277
10.08,1977.15759,1977.15759,0.0139764442584717,-0.03418276289354752,1615.14282,1615.06653,0.046611656635650374,-0.011989617517191459
10.09,1978.53088,1977.15759,0.021400921262433696,-0.026060157344184938,1615.06653,1615.06653,0.045034122292574884,-0.010243521689403056
10.1,1977.76794,1977.76794,0.03147429563209732,-0.019515114492630097,1614.53247,1615.06653,0.0432422306681723,-0.009702961692255804
10.11,1977.005,1977.76794,0.04391651529655891,-0.015002350682085821,1615.29541,1615.06653,0.041335219074525684,-0.010261396332009726
10.12,1977.46277,1977.46277,0.05838364802033909,-0.01258958888866014,1615.14282,1615.14282,0.03942380774932521,-0.011712567666419638
10.13,1977.0813,1977.0813,0.07442030934738111,-0.01196835060893022,1614.91394,1615.14282,0.03762852175208915,-0.01376652138743863
10.14,1977.0813,1977.0813,0.09140841901847113,-0.012533124916842399,1615.29541,1615.14282,0.036081875288899556,-0.01607098755716005
10.15,1978.53088,1977.0813,0.10853372691043081,-0.013511085511412495,1614.99023,1614.99023,0.03492967207260497,-0.018237903783914506
10.16,1976.85242,1977.0813,0.12478532424684093,-0.014114168576677662,1614.91394,1614.99023,0.03432719845220762,-0.01987368809769533
10.17,1977.15759,1977.15759,0.13899540800335572,-0.013683478152299663,1615.21912,1614.99023,0.034427837201334154,-0.02061065934378665
10.18,1977.69165,1977.15759,0.14992102181596118,-0.011800991777951747,1615.21912,1615.21912,0.03536336751969835,-0.020136876978847515
10.19,1977.15759,1977.15759,0.1563650531131295,-0.00835202443215965,1614.91394,1615.21912,0.0372165875211677,-0.018222989536579644
10.2,1977.23389,1977.23389,0.15732683495053126,-0.003531276909282368,1615.21912,1615.21912,0.03998848312820729,-0.014746321640536355
10.21,1978.83606,1977.23389,0.15216311368086877,0.0022058111673981355,1614.83765,1614.91394,0.04356445488346674,-0.009712571110702197
10.22,1977.23389,1977.23389,0.1407317105403844,0.008236921445914244,1615.06653,1615.06653,0.0476863383648271,-0.0032734522857690365
10.23,1977.15759,1977.23389,0.12348758381508657,0.013896244862458728,1615.21912,1615.06653,0.05193775264076868,0.004264163012583824
10.24,1978.53088,1977.23389,0.10150657552914548,0.018607324793000413,1614.99023,1615.06653,0.055749242212329436,0.012443323634649596
10.25,1977.76794,1977.76794,0.07642372981087964,0.022002773879727447,1614.53247,1614.99023,0.05842748707685744,0.02068080344581181
10.26,1977.005,1977.76794,0.050286636436492366,0.024008075069966547,1615.29541,1614.99023,0.059210167210005264,0.02831118099703924
10.27,1977.46277,1977.46277,0.02533854461389494,0.024870320753053808,1615.21912,1615.21912,0.05734425446045785,0.0346490091064897
10.28,1977.0813,1977.0813,0.0037601463125900847,0.025122073797175824,1614.91394,1615.21912,0.0521800975338906,0.03906282077313344
10.29,1977.15759,1977.15759,-0.012591561578770574,0.025484773641726584,1615.29541,1615.21912,0.04326849779171775,0.041051031161357825
10.3,1977.38647,1977.15759,-0.02240827078866755,0.026730447132433804,1615.21912,1615.21912,0.03044577952774534,0.04030790885616132
10.31,1977.0813,1977.15759,-0.025087546764031493,0.029529191815392306,1614.83765,1615.21912,0.013893333643004508,0.03676877232935835
10.32,1977.23389,1977.23389,-0.020802250740773243,0.03431080635835091,1615.14282,1615.14282,-0.0058379082135723084,0.03062714512163664
10.33,1977.69165,1977.23389,-0.01047522921687797,0.041163984358329506,1615.06653,1615.06653,-0.027842549997439153,0.02232154438654148
10.34,1977.15759,1977.23389,0.004335177975520764,0.049788802732972245,1614.76135,1615.06653,-0.050914977924682386,0.012494558872133861
10.35,1977.23389,1977.23389,0.021622597638282018,0.05950993001996798,1615.06653,1615.06653,-0.07363854115746879,0.0019307935808238752
10.36,1977.92053,1977.23389,0.03916908315513838,0.06934993569495242,1615.06653,1615.06653,-0.09450263376337832,-0.008517603396164591
10.37,1977.15759,1977.23389,0.05480175224441603,0.0781545115572217,1615.06653,1615.06653,-0.1120386164507895,-0.018008797565911856
10.38,1977.31018,1977.31018,0.06663841052579247,0.08475435453177815,1615.14282,1615.06653,-0.12496352953717421,-0.025784373453883132
10.39,1978.60718,1977.31018,0.07329128220111486,0.0881421384172446,1614.91394,1615.06653,-0.13231744865491174,-0.031230948972865956
10.4,1977.84424,1977.84424,0.07400155918043384,0.08763808951962998,1613.31177,1614.91394,-0.13357602514846645,-0.033925034863841644
10.41,1977.005,1977.84424,0.06868573579202752,0.08301554883464177,1615.21912,1614.91394,-0.12871707100731555,-0.03365745760164039
10.42,1977.69165,1977.69165,0.0578891596374275,0.07456078507540634,1615.14282,1615.14282,-0.11822415812668553,-0.03043579681638514
10.43,1977.15759,1977.15759,0.042660440608315385,0.0630512766242116,1614.83765,1615.14282,-0.10302340409586305,-0.02446639145170002
10.44,1977.0813,1977.15759,0.024375211521100934,0.04965298018861698,1615.29541,1615.14282,-0.08436645169576291,-0.016121045597312655
10.45,1977.46277,1977.15759,0.004543856947693742,0.03575477865535957,1615.14282,1615.14282,-0.06368396364869283,-0.005896057828851473
10.46,1977.005,1977.0813,-0.015364561229282252,0.02277079435972383,1614.83765,1615.14282,-0.0424357723161974,0.005628697341067097
10.47,1977.15759,1977.15759,-0.034057951954642895,0.011945057509997175,1615.21912,1615.14282,-0.021978786913789863,0.017825047955835956
10.48,1977.92053,1977.15759,-0.05050317273474003,0.00418916215147638,1615.06653,1615.06653,-0.003466070990104677,0.030043787717131093
10.49,1977.15759,1977.15759,-0.0639527046804853,-2.4818871204427412e-05,1614.76135,1615.06653,0.012217086695497037,0.04163468453087266
10.5,1977.23389,1977.23389,-0.0739239231706609,-0.0007040335801622964,1615.14282,1615.06653,0.024480491445995192,0.051962249418512504
10.51,1977.38647,1977.23389,-0.08014418212143636,0.001694726814189057,1615.21912,1615.14282,0.033024468443107774,0.060421081050991365
10.52,1977.15759,1977.23389,-0.0824765241740617,0.006356512191476576,1614.76135,1615.14282,0.03781045124901561,0.06645380491549453
10.53,1977.15759,1977.15759,-0.0808413782174305,0.012246621910875086,1615.29541,1615.21912,0.039014711452212816,0.06957277287553354
10.54,1978.14941,1977.15759,-0.07515079213247397,0.018275239007100017,1615.14282,1615.14282,0.036973690223708916,0.06938476676052546
10.55,1977.76794,1977.76794,-0.0652725097752671,0.023463585023125517,1614.37988,1615.14282,0.032129747517826324,0.0656167810480186
10.56,1976.92871,1977.76794,-0.05103847236455971,0.02708474730324817,1615.21912,1615.14282,0.02498584298291081,0.0581407408462198
10.57,1977.99683,1977.76794,-0.03230349832630908,0.02875378698207483,1615.06653,1615.06653,0.016075622439247757,0.0469953349781502
10.58,1977.0813,1977.0813,-0.009046309273603878,0.028449580218499176,1614.91394,1615.06653,0.005950782295762484,0.03240341330170133
10.59,1977.0813,1977.0813,0.018508053945737398,0.026465583092303575,1615.29541,1615.06653,-0.004818381371870793,0.01478321444619725
10.6,1977.46277,1977.0813,0.04977343634838391,0.023303902670242415,1615.14282,1615.14282,-0.015637724324799623,-0.005249029709495569
10.61,1977.005,1977.0813,0.0837256774571357,0.019539561316106915,1614.76135,1615.14282,-0.025888680944332,-0.026888529893326227
10.62,1977.23389,1977.23389,0.11888827705593578,0.015685243356657448,1615.21912,1615.14282,-0.03493940425245669,-0.04916729435246604
10.63,1978.07312,1977.23389,0.1533938308603002,0.012082056639793923,1614.99023,1614.99023,-0.04217066635101529,-0.07099835238958076
10.64,1977.15759,1977.23389,0.18511993051209824,0.008832993905733074,1614.83765,1614.99023,-0.04701564446722585,-0.09123916223854965
10.65,1977.23389,1977.23389,0.21188432079151331,0.0057865334934906944,1615.14282,1614.99023,-0.0490096875942959,-0.1087708868264133
10.66,1978.83606,1977.23389,0.23167365658971123,0.0025699803664991396,1614.99023,1614.99023,-0.04784391388389548,-0.1225868755410895
10.67,1977.0813,1977.23389,0.24287392160088095,-0.001334032077085566,1614.76135,1614.99023,-0.043414894698229664,-0.1318814947212899
10.68,1977.005,1977.0813,0.24446854263269555,-0.006479364635883854,1615.29541,1614.99023,-0.0358617807245912,-0.1361293506741743
10.69,1979.82788,1977.0813,0.23617292957006564,-0.01333204693338062,1614.45618,1614.76135,-0.025582120466559458,-0.13514447268359142
10.7,1977.76794,1977.76794,0.21848107695612906,-0.022148834330330394,1614.60876,1614.60876,-0.013218780978139706,-0.1291091587373189
10.71,1977.005,1977.76794,0.19261129542351602,-0.0328803099225219,1615.29541,1614.60876,0.00038618472280287086,-0.11856391930988171
10.72,1977.15759,1977.15759,0.16035636463424469,-0.04511984525085155,1615.21912,1615.21912,0.014268313543980601,-0.10435488259332443
10.73,1977.15759,1977.15759,0.12386527740697345,-0.05811343181482444,1615.21912,1615.21912,0.02743734276857457,-0.08754359680906548
10.74,1977.23389,1977.15759,0.0853979343318561,-0.07083317688257547,1615.21912,1615.21912,0.03897682360213095,-0.06929377011348786
10.75,1978.302,1977.23389,0.047092808138385935,-0.08210384294921712,1614.99023,1615.21912,0.04812995410960133,-0.05075531991569791
10.76,1977.005,1977.23389,0.010775197629569251,-0.0907624626729892,1614.83765,1614.99023,0.05436036657858688,-0.03296501165866814
10.77,1977.005,1977.005,-0.022179360609929602,-0.09582699900945497,1615.3717,1614.99023,0.05738368638922849,-0.01677607500007902
10.78,1977.84424,1977.005,-0.05091984677641957,-0.09664934380048412,1615.06653,1615.06653,0.0571708824004146,-0.0028204747114705803
10.79,1977.005,1977.005,-0.07513043526107856,-0.09302940017464134,1614.83765,1615.06653,0.053927066726573825,0.00849936224814856
10.8,1977.0813,1977.0813,-0.09497982280908504,-0.085271126599479,1615.21912,1615.06653,0.04805088488279838,0.01699616050539416
10.81,1977.84424,1977.0813,-0.11101823663448523,-0.07416884454860842,1615.06653,1615.06653,0.04008095589321478,0.022668509350502367
10.82,1977.005,1977.0813,-0.12403712129590622,-0.0609220018402897,1614.83765,1615.06653,0.03063654298071243,0.025664078003947315
10.83,1977.0813,1977.0813,-0.13491087170805066,-0.04698714490132058,1615.21912,1615.06653,0.02035937596636615,0.026241817583198535
10.84,1977.76794,1977.0813,-0.14444213113946605,-0.033885641409131834,1615.06653,1615.06653,0.00986267564009594,0.024738261814474242
10.85,1977.76794,1977.76794,-0.15323205278348134,-0.02299400865776717,1614.45618,1615.06653,-0.0003077353546517836,0.02154121394689576
10.86,1977.005,1977.76794,-0.16159441140994385,-0.015349586461967393,1615.29541,1615.06653,-0.009696907479410138,0.017071979962261414
10.87,1977.46277,1977.46277,-0.169526212288761,-0.01150534859214837,1615.14282,1615.14282,-0.017947932685988054,0.011775124158609852
10.88,1977.31018,1977.31018,-0.1767371086101854,-0.011460964674830435,1614.83765,1615.14282,-0.024795420136337815,0.0061128076694041845
10.89,1977.005,1977.31018,-0.18272858099417763,-0.014682738782374367,1615.21912,1615.14282,-0.030051086916560978,0.0005595818516787691
10.9,1977.23389,1977.23389,-0.18690534992341643,-0.020207189667259446,1615.06653,1615.06653,-0.033588137833720236,-0.004406471969748561
10.91,1976.92871,1977.005,-0.18869737859930336,-0.026807664536687658,1614.68506,1615.06653,-0.03532939727034525,-0.008319016091405394
10.92,1977.0813,1977.0813,-0.18767103524797152,-0.03319383490779739,1615.14282,1615.06653,-0.035241293252075444,-0.010745744226345088
10.93,1977.61536,1977.0813,-0.18361228027485443,-0.03821074400981457,1615.06653,1615.06653,-0.033333279827414616,-0.011316193900844675
10.94,1977.15759,1977.15759,-0.1765719276913481,-0.04100670557440464,1614.76135,1615.06653,-0.029660962947136195,-0.009752179824665514
10.95,1977.0813,1977.15759,-0.1668704527896227,-0.041146583029515765,1615.06653,1615.06653,-0.024330910172336503,-0.005897257247823768
10.96,1977.31018,1977.15759,-0.15506504217810363,-0.03865674877161404,1615.06653,1615.06653,-0.017505193187863394,0.0002585764843588377
10.97,1977.0813,1977.0813,-0.14188464360073857,-0.03399821395079945,1614.83765,1615.06653,-0.00940399356902989,0.008562613885589737
10.98,1977.0813,1977.0813,-0.12814174365334435,-0.02797387700842488,1615.29541,1615.06653,-0.0003051983288093968,0.018694837952335456
10.99,1978.07312,1977.0813,-0.11463376369733623,-0.02158449527906036,1615.06653,1615.06653,0.009459614879313506,0.030177411481463454
11.0,1977.76794,1977.76794,-0.10205113877869346,-0.015856062163166526,1614.45618,1615.06653,0.019513612745359944,0.04239942865360183
11.01,1976.92871,1977.76794,-0.09091007582353158,-0.0116679762990911,1615.29541,1615.06653,0.029449058888438896,0.05465640660644309
11.02,1977.61536,1977.61536,-0.08152266904067883,-0.009613931383037466,1615.21912,1615.21912,0.03884894728639085,0.06620190256776044
11.03,1977.23389,1977.23389,-0.0740065433775795,-0.009922307310528265,1614.83765,1615.21912,0.04731524030133714,0.07630641223060056
11.04,1977.15759,1977.23389,-0.06832585803273138,-0.012449397924148928,1615.21912,1615.21912,0.05450019834287896,0.08431697093298411
11.05,1977.84424,1977.23389,-0.06434972475681199,-0.0167414638688202,1615.14282,1615.14282,0.060135883477595714,0.08971046678837283
11.06,1976.92871,1977.15759,-0.06191286098753321,-0.022146863717157645,1614.83765,1615.14282,0.06405740483367411,0.09213491362523535
11.07,1977.005,1977.005,-0.06086440632184861,-0.027951272725892335,1615.29541,1615.14282,0.06621668301129635,0.09143517902521298
11.08,1977.61536,1977.005,-0.06109327052518185,-0.033507324120036264,1615.21912,1615.21912,0.06668464264382137,0.08766178616398637
11.09,1977.0813,1977.0813,-0.06252302546172987,-0.038333579334854775,1614.83765,1615.21912,0.06564082910144411,0.08106277556814563
11.1,1977.23389,1977.23389,-0.06507681932356363,-0.04216556093650824,1615.14282,1615.14282,0.06335089425372503,0.07205951669987991
11.11,1978.07312,1977.23389,-0.06862141559677168,-0.04495237351740413,1615.06653,1615.06653,0.06013423068045573,0.061208481405863976
11.12,1977.23389,1977.23389,-0.07290632099793841,-0.04680380867157699,1615.14282,1615.14282,0.0563254084738149,0.04915250439388366
11.13,1977.0813,1977.23389,-0.07751676816349608,-0.04790216485722615,1615.29541,1615.14282,0.05223343273130598,0.03656636838234574
11.14,1978.14941,1977.23389,-0.0818572307113146,-0.04839894785794306,1614.99023,1615.14282,0.04810306488739666,0.024102050386678134
11.15,1977.69165,1977.69165,-0.08517640986713959,-0.048319259775127035,1614.37988,1614.99023,0.04408364275571868,0.012338775749094706
11.16,1977.005,1977.69165,-0.08663698577616866,-0.04749631196002664,1615.29541,1614.99023,0.04021226522054251,0.0017426625413279797
11.17,1977.38647,1977.38647,-0.08542394563993533,-0.04555426912908364,1615.06653,1615.06653,0.03641728315455379,-0.007359835675058841
11.18,1977.0813,1977.0813,-0.0808747957471046,-0.04194828606881228,1615.06653,1615.06653,0.0325432614461463,-0.014791887796027428
11.19,1977.15759,1977.15759,-0.07260758122157027,-0.03605710899193492,1615.21912,1615.06653,0.028392190285095383,-0.020519285712100176
11.2,1977.99683,1977.15759,-0.060622192090696095,-0.027310401892951575,1615.06653,1615.06653,0.023771697344028484,-0.024628855544176473
11.21,1976.85242,1977.15759,-0.045356056835550905,-0.015325052195781827,1614.83765,1615.06653,0.01854093529863985,-0.027296652725501178
11.22,1977.15759,1977.15759,-0.027682947652839324,-2.3903837939258377e-05,1615.21912,1615.06653,0.012647298210201587,-0.0287512046691786
11.23,1977.61536,1977.15759,-0.008850580917563244,0.018285003168764837,1615.06653,1615.06653,0.006150037189787336,-0.02923704131286897
11.24,1977.38647,1977.38647,0.009640254898484774,0.03888299855888806,1614.76135,1615.06653,-0.0007709409563791611,-0.028983125387873346
11.25,1977.23389,1977.38647,0.02620380483147946,0.06067455659608573,1615.06653,1615.06653,-0.007821227830632532,-0.028179757963212863
11.26,1978.14941,1977.38647,0.0393647868389303,0.08227685034654074,1615.14282,1615.06653,-0.014611966668175325,-0.026966223899211265
11.27,1977.31018,1977.31018,0.04795521503948498,0.10215437021995252,1615.06653,1615.06653,-0.02069217140766357,-0.02542998096731358
11.28,1977.31018,1977.31018,0.05128481247331119,0.11878294914176177,1615.14282,1615.14282,-0.025591323572978705,-0.02361669523218676
11.29,1978.302,1977.31018,0.049259654478993775,0.1308243835651327,1614.91394,1615.06653,-0.028868804296403965,-0.021548923169693236
11.3,1977.92053,1977.92053,0.04242943326299545,0.13729033079794323,1614.30359,1614.91394,-0.03016374248344996,-0.019249709024413933
11.31,1977.0813,1977.92053,0.03195214888687453,0.1376723104978641,1615.21912,1614.91394,-0.02923624375916077,-0.01676599719761264
11.32,1977.69165,1977.69165,0.01947668542380454,0.13201566746070958,1615.14282,1615.14282,-0.025991673829461596,-0.014186318571574189
11.33,1977.31018,1977.31018,0.006957557810053153,0.12092230515103444,1614.83765,1615.14282,-0.02048459568218023,-0.011648552469179256
11.34,1977.31018,1977.31018,-0.003572419936075398,0.10548014882012696,1615.21912,1615.14282,-0.012905213770879833,-0.009336378470308486
11.35,1977.61536,1977.31018,-0.01024057765690221,0.08713229593539795,1614.99023,1614.99023,-0.0035548842495026316,-0.007465607530665121
11.36,1977.15759,1977.31018,-0.011553747496551216,0.06750967924560616,1614.83765,1614.99023,0.007182533636413082,-0.006262500499340729
11.37,1977.15759,1977.15759,-0.006572795509118844,0.04825485721829827,1615.29541,1614.99023,0.01886826638544666,-0.00593585555076389
11.38,1977.84424,1977.15759,0.004976652402767373,0.030862290995660745,1615.14282,1615.14282,0.031031624890613185,-0.006644689215789059
11.39,1977.23389,1977.23389,0.02266753960098842,0.016554442502934835,1614.83765,1615.14282,0.04318637304353434,-0.008464667006502858
11.4,1977.46277,1977.46277,0.04540919146653734,0.006204684216016665,1615.14282,1615.14282,0.05484023858612512,-0.011358334682651922
11.41,1978.22571,1977.46277,0.07155105828027505,0.00030856287747842853,1615.06653,1615.06653,0.06549951336417933,-0.015155092708896502
11.42,1977.31018,1977.46277,0.09903742952200427,-0.0010034743435900287,1614.99023,1615.06653,0.07467219364865715,-0.019545842707240194
11.43,1977.23389,1977.31018,0.12559513428827185,0.0020761837801715824,1615.21912,1615.06653,0.0818731701263743,-0.024094768471234394
